step,ort_ref_loss,gvsoc_loss,abs_diff
0,0.432644,0.432644,0.0
1,0.432843,0.432844,1e-06
2,0.015496,0.015496,0.0
3,0.584112,0.584112,0.0
4,0.511138,0.511138,0.0
5,0.16967,0.16967,0.0
6,1.627145,1.627144,1e-06
7,1.900752,1.900752,0.0
8,0.179299,0.179299,0.0
9,0.09046,0.09046,0.0
10,1.839145,1.839145,0.0
11,0.018898,0.018898,0.0
12,0.095723,0.095723,0.0
13,0.440023,0.440023,0.0
14,0.067455,0.067455,0.0
15,0.818777,0.818777,0.0
16,0.013033,0.013033,0.0
17,0.021961,0.021961,0.0
18,0.038029,0.038029,0.0
19,2.480878,2.480879,1e-06
20,0.015776,0.015777,1e-06
21,1.123808,1.123808,0.0
22,0.607083,0.607083,0.0
23,0.07777,0.07777,0.0
24,0.983239,0.983238,1e-06
25,0.355488,0.355487,1e-06
26,0.093271,0.093271,0.0
27,0.059944,0.059944,0.0
28,0.258153,0.258153,0.0
29,0.027506,0.027505,1e-06
30,1.216469,1.216469,0.0
31,0.244734,0.244734,0.0
32,1.777193,1.777193,0.0
33,0.070693,0.070693,0.0
34,0.10661,0.10661,0.0
35,0.689678,0.689678,0.0
36,0.420686,0.420686,0.0
37,0.040646,0.040646,0.0
38,0.321937,0.321937,0.0
39,0.015865,0.015865,0.0
40,2.011766,2.011767,1e-06
41,0.413205,0.413205,0.0
42,1.177933,1.177933,0.0
43,0.012975,0.012975,0.0
44,0.096888,0.096888,0.0
45,2.590677,2.590678,1e-06
46,0.477695,0.477696,1e-06
47,0.097431,0.097431,0.0
48,0.141007,0.141007,0.0
49,0.445552,0.445552,0.0
50,0.025573,0.025573,0.0
51,0.18134,0.181339,1e-06
52,0.479669,0.479668,1e-06
53,0.144816,0.144815,1e-06
54,0.207959,0.207959,0.0
55,0.437791,0.437791,0.0
56,0.015999,0.015999,0.0
57,0.375897,0.375897,0.0
58,0.638946,0.638946,0.0
59,0.135884,0.135884,0.0
60,1.01848,1.01848,0.0
61,1.636222,1.636222,0.0
62,0.170151,0.170151,0.0
63,0.056592,0.056592,0.0
64,1.637558,1.637558,0.0
65,0.013709,0.013709,0.0
66,0.103008,0.103008,0.0
67,0.383972,0.383972,0.0
68,0.057495,0.057495,0.0
69,0.614992,0.614992,0.0
70,0.010471,0.010471,0.0
71,0.022641,0.022641,0.0
72,0.032648,0.032648,0.0
73,1.842896,1.842897,1e-06
74,0.016198,0.016199,1e-06
75,1.063918,1.063919,1e-06
76,0.458785,0.458785,0.0
77,0.109312,0.109312,0.0
78,1.187848,1.187849,1e-06
79,0.263964,0.263964,0.0
80,0.089131,0.089131,0.0
81,0.073964,0.073964,0.0
82,0.253176,0.253176,0.0
83,0.021187,0.021187,0.0
84,1.110277,1.110277,0.0
85,0.197743,0.197743,0.0
86,1.62766,1.62766,0.0
87,0.063973,0.063973,0.0
88,0.131975,0.131974,1e-06
89,0.576229,0.576228,1e-06
90,0.443323,0.443323,0.0
91,0.041241,0.041241,0.0
92,0.290457,0.290457,0.0
93,0.016228,0.016229,1e-06
94,1.63428,1.634281,1e-06
95,0.343974,0.343973,1e-06
96,1.323941,1.323941,0.0
97,0.013388,0.013388,0.0
98,0.121919,0.12192,1e-06
99,2.051858,2.051858,0.0
100,0.575643,0.575644,1e-06
101,0.090104,0.090103,1e-06
102,0.136729,0.136729,0.0
103,0.558848,0.558848,0.0
104,0.020863,0.020863,0.0
105,0.172705,0.172704,1e-06
106,0.424924,0.424924,0.0
107,0.174649,0.174649,0.0
108,0.166994,0.166994,0.0
109,0.469294,0.469294,0.0
110,0.016451,0.01645,1e-06
111,0.34345,0.343449,1e-06
112,0.724602,0.724603,1e-06
113,0.118428,0.118428,0.0
114,0.658177,0.658176,1e-06
115,1.473987,1.473987,0.0
116,0.161649,0.161649,0.0
117,0.029494,0.029494,0.0
118,1.515918,1.515918,0.0
119,0.011451,0.011451,0.0
120,0.116113,0.116113,0.0
121,0.347074,0.347074,0.0
122,0.058594,0.058594,0.0
123,0.475831,0.475831,0.0
124,0.009354,0.009354,0.0
125,0.023442,0.023442,0.0
126,0.029054,0.029054,0.0
127,1.393356,1.393357,1e-06
128,0.016779,0.016778,1e-06
129,1.073483,1.073484,1e-06
130,0.537571,0.537571,0.0
131,0.155479,0.155479,0.0
132,1.336995,1.336995,0.0
133,0.232688,0.232687,1e-06
134,0.08506,0.08506,0.0
135,0.089032,0.089032,0.0
136,0.254036,0.254037,1e-06
137,0.018201,0.0182,1e-06
138,1.142911,1.142911,0.0
139,0.182435,0.182435,0.0
140,1.513133,1.513134,1e-06
141,0.059611,0.059611,0.0
142,0.117447,0.117447,0.0
143,0.527014,0.527014,0.0
144,0.442048,0.442048,0.0
145,0.042347,0.042347,0.0
146,0.27011,0.270109,1e-06
147,0.016724,0.016725,1e-06
148,1.370241,1.370242,1e-06
149,0.31922,0.31922,0.0
150,1.320722,1.320722,0.0
151,0.013663,0.013663,0.0
152,0.169281,0.169281,0.0
153,1.697627,1.697627,0.0
154,0.589,0.589,0.0
155,0.084057,0.084057,0.0
156,0.152757,0.152757,0.0
157,0.520735,0.520735,0.0
158,0.016397,0.016397,0.0
159,0.163971,0.16397,1e-06
160,0.399028,0.399028,0.0
161,0.192423,0.192423,0.0
162,0.133965,0.133965,0.0
163,0.481995,0.481995,0.0
164,0.016937,0.016937,0.0
165,0.310292,0.310292,0.0
166,0.768556,0.768557,1e-06
167,0.101385,0.101385,0.0
168,0.456032,0.456032,0.0
169,1.484802,1.484801,1e-06
